userid,date,Age,Gender,Marital,STATE,Education,Income
70114704,202004,66,2,1,TX,Some College,Over 100k
70114724,202005,41,1,1,OR,College,50k to 100k
70114727,202004,52,2,2,SC,College,50k to 100k
70114737,202004,35,2,1,AL,College,Over 100k
70114742,202005,62,1,1,WI,College,Under 50k
70114744,202005,53,2,2,MN,College,Under 50k
70114748,202004,64,2,1,NV,Some College,Over 100k
70114751,202004,60,1,2,CA,Some College,Under 50k
70114757,202004,67,2,1,CA,College,Over 100k
70114760,202004,56,2,1,TX,College,50k to 100k
70114765,202004,79,1,2,WA,High School,Under 50k
70114773,202004,24,1,2,CA,Some College,Under 50k
70114780,202004,33,2,2,PA,Some College,50k to 100k
70114783,202004,56,1,2,NY,College,50k to 100k
70114785,202005,46,1,2,IL,College,Over 100k
70114790,202004,71,2,2,FL,Some College,50k to 100k
70114800,202004,37,1,1,KY,College,50k to 100k
70114807,202004,29,2,2,VA,Some College,Under 50k
70114825,202004,49,2,1,NY,College,Over 100k
70114833,202004,35,1,2,NY,Some College,Under 50k
70114840,202005,46,2,1,KY,High School,Under 50k
70114861,202004,42,2,2,TN,College,Under 50k
70114867,202004,90,1,2,OH,College,50k to 100k
70114880,202005,65,2,1,OR,College,50k to 100k
70114882,202004,39,2,1,MI,Some College,50k to 100k
70114891,202004,50,1,1,IA,Some College,Over 100k
70114895,202005,42,1,2,FL,Some College,Under 50k
70114907,202004,66,2,1,CA,College,Over 100k
70114910,202005,60,2,2,FL,College,Under 50k
70114914,202004,46,2,2,UT,Some College,Under 50k
70114918,202004,27,1,2,DC,College,50k to 100k
70114921,202005,47,1,1,WA,Some College,Over 100k
70114923,202004,43,1,1,TX,College,Over 100k
70114925,202004,43,1,2,NY,Some College,50k to 100k
70114928,202004,53,1,1,MA,College,Under 50k
70114937,202005,64,1,1,CA,Some College,Under 50k
70114944,202004,40,2,1,NC,High School,50k to 100k
70114946,202004,38,1,1,NY,High School,50k to 100k
70114948,202004,29,1,2,NC,College,50k to 100k
70114955,202004,42,1,1,NY,College,Over 100k
70114957,202004,55,1,1,NC,College,Over 100k
70114958,202004,66,2,1,SC,High School,50k to 100k
70114960,202004,66,1,2,NV,Some College,Under 50k
70114962,202004,62,1,2,IL,College,Under 50k
70114967,202004,55,2,1,OH,Some College,50k to 100k
70114969,202004,41,2,1,NC,College,Over 100k
70114976,202004,40,2,1,UT,College,Under 50k
70114978,202004,60,1,2,FL,College,Under 50k
70114980,202004,57,2,1,OH,College,Over 100k
70114981,202004,50,1,1,OK,College,50k to 100k
70114988,202004,42,2,2,MO,High School,Under 50k
70114997,202004,48,2,1,NH,College,Over 100k
70114998,202004,66,2,1,FL,Some College,Under 50k
70115000,202004,23,2,2,NY,College,50k to 100k
70115002,202004,24,2,2,WA,Some College,Over 100k
70115004,202004,56,2,1,MN,High School,50k to 100k
70115010,202005,75,1,2,NY,High School,Under 50k
70115013,202004,64,1,1,NY,College,Over 100k
70115015,202004,41,2,1,PA,College,Over 100k
70115016,202004,37,2,1,TX,College,50k to 100k
70115017,202004,52,1,2,OK,Some College,Under 50k
70115019,202004,53,1,2,VT,College,50k to 100k
70115031,202004,38,1,2,TX,Some College,Under 50k
70115034,202004,37,2,1,PA,Some College,50k to 100k
70115039,202005,73,1,1,ME,College,50k to 100k
70115044,202004,70,1,2,AZ,Some College,Under 50k
70115058,202004,49,1,2,CA,College,Under 50k
70115070,202004,64,2,1,AZ,High School,Under 50k
70115071,202004,82,2,1,HI,College,Over 100k
70115075,202005,60,1,2,WA,College,50k to 100k
70115076,202004,25,2,2,TX,College,50k to 100k
70115078,202005,32,1,1,CA,College,Over 100k
70115081,202005,33,2,1,IN,College,50k to 100k
70115085,202005,43,1,1,CA,College,Over 100k
70115088,202004,64,2,1,NC,College,Under 50k
70115097,202004,35,1,2,AZ,College,50k to 100k
70115098,202004,67,1,1,CO,College,Over 100k
70115101,202004,35,1,1,NY,College,Over 100k
70115115,202005,34,1,1,NC,College,Over 100k
70115128,202004,78,1,2,IN,College,Under 50k
70115132,202004,63,1,2,MI,High School,50k to 100k
70115135,202004,35,2,1,NY,College,Over 100k
70115139,202005,46,1,1,OK,College,50k to 100k
70115148,202005,35,1,1,NJ,College,50k to 100k
70115150,202005,56,2,1,TN,Some College,Under 50k
70115160,202004,71,2,2,NV,Some College,Under 50k
70115164,202005,38,1,1,CA,College,Over 100k
70115168,202004,40,1,1,SC,College,Over 100k
70115171,202005,63,1,2,MA,High School,Under 50k
70115179,202004,60,2,1,SC,College,Over 100k
70115180,202004,44,1,1,VA,College,Over 100k
70115185,202005,71,2,1,NC,College,50k to 100k
70115188,202004,77,2,1,MN,Some College,50k to 100k
70115193,202004,68,1,2,GA,College,Under 50k
70115205,202005,61,2,1,GA,College,50k to 100k
70115206,202004,58,1,2,FL,College,Over 100k
70115211,202004,59,2,1,MO,Some College,50k to 100k
70115218,202004,50,2,2,NY,Some College,Over 100k
70115223,202004,59,2,2,MN,College,Over 100k
70115229,202004,56,2,1,MN,College,Under 50k
70115231,202004,50,1,1,CA,College,Over 100k
70115234,202004,38,1,1,NY,High School,Over 100k
70115235,202004,27,2,1,OH,College,50k to 100k
70115239,202005,68,1,1,NY,College,Over 100k
70115241,202005,62,2,2,MO,Some College,Under 50k
70115245,202004,36,1,1,AL,College,50k to 100k
70115250,202004,70,2,1,MN,College,Over 100k
70115252,202005,32,1,1,CT,High School,Under 50k
70115255,202005,56,1,2,TX,College,50k to 100k
70115256,202004,57,1,1,MS,High School,Under 50k
70115258,202004,54,2,1,MI,College,Over 100k
70115261,202004,57,1,2,TX,College,50k to 100k
70115270,202005,49,2,1,CO,College,Over 100k
70115272,202004,57,2,1,OK,Some College,Under 50k
70115276,202005,43,1,1,WA,Some College,50k to 100k
70115278,202004,66,2,2,NY,College,50k to 100k
70115281,202004,80,1,2,CA,College,Under 50k
70115288,202004,60,1,2,FL,Some College,Under 50k
70115289,202004,64,2,2,WI,College,Under 50k
70115297,202004,60,2,2,WI,Some College,Under 50k
70115302,202005,72,2,1,FL,College,Over 100k
70115310,202004,71,2,1,NC,College,50k to 100k
70115313,202004,60,2,2,MN,Some College,Over 100k
70115317,202004,57,2,1,ME,College,50k to 100k
70115322,202005,70,2,2,OH,Some College,Under 50k
70115323,202005,35,1,1,WY,Some College,50k to 100k
70115329,202005,31,2,2,VA,College,50k to 100k
70115341,202004,65,1,1,KY,High School,Under 50k
70115342,202004,42,1,1,NJ,College,Over 100k
70115347,202004,47,1,2,NY,College,Over 100k
70115358,202004,50,1,2,IN,Some College,50k to 100k
70115360,202004,59,2,1,VA,Some College,Over 100k
70115369,202004,39,1,2,OK,Some College,Under 50k
70115385,202004,25,2,1,CA,High School,Over 100k
70115390,202004,37,2,1,SC,Some College,50k to 100k
70115391,202004,26,2,1,TX,College,Over 100k
70115402,202004,49,2,1,MN,College,Under 50k
70115407,202004,33,1,1,LA,College,Over 100k
70115420,202004,30,2,1,MD,College,Under 50k
70115423,202004,55,2,1,MA,College,Over 100k
70115440,202004,62,2,1,PA,High School,Under 50k
70115451,202004,38,2,1,CO,College,Over 100k
70115457,202004,45,2,1,NY,College,Under 50k
70115459,202004,40,1,1,NC,Some College,50k to 100k
70115461,202004,44,1,1,CA,Some College,Under 50k
70115464,202004,50,1,1,SC,Some College,Under 50k
70115487,202004,45,2,2,NJ,High School,Under 50k
70115507,202004,62,2,1,WA,Some College,Under 50k
70115508,202004,59,1,1,OK,College,50k to 100k
70115526,202004,39,1,1,CA,College,50k to 100k
70115528,202004,68,1,1,MA,High School,50k to 100k
70115557,202004,47,1,2,IL,College,Over 100k
70115562,202004,66,1,1,SC,Some College,50k to 100k
70115567,202004,33,1,2,AZ,College,Under 50k
70115572,202004,45,1,1,WA,College,Over 100k
70115585,202004,33,1,1,NC,Some College,Under 50k
70115593,202004,70,2,2,TX,College,Under 50k
70115622,202004,49,1,1,PA,Some College,Under 50k
70115628,202004,52,1,2,NC,College,50k to 100k
70115630,202004,40,1,1,PA,College,Over 100k
70115632,202004,55,2,1,CA,College,Over 100k
70115644,202004,25,1,2,NE,College,Under 50k
70115646,202004,57,2,1,KY,College,50k to 100k
70115652,202004,29,2,1,CA,College,Over 100k
70115662,202004,62,2,1,TN,College,Under 50k
70115663,202004,32,1,2,TX,College,Under 50k
70115664,202004,34,1,2,CA,College,Over 100k
70115671,202004,22,1,1,MA,High School,50k to 100k
70115675,202004,26,1,2,NC,Some College,Under 50k
70115679,202004,25,1,1,MO,Some College,Under 50k
70115691,202005,53,1,2,GA,Some College,Under 50k
70115692,202006,54,1,2,OR,Some College,50k to 100k
70115702,202005,50,2,1,UT,Some College,50k to 100k
70115703,202005,29,2,1,CA,High School,50k to 100k
70115707,202005,36,2,1,NJ,College,Over 100k
70115719,202006,25,1,1,SC,College,Under 50k
70115726,202006,74,2,1,PA,College,Over 100k
70115729,202006,84,2,2,KS,High School,Over 100k
70115730,202005,46,1,1,MN,Some College,50k to 100k
70115741,202005,74,2,1,DE,Some College,50k to 100k
70115750,202005,32,1,1,KY,College,50k to 100k
70115752,202006,85,2,1,MI,High School,Under 50k
70115754,202005,50,1,1,CA,College,50k to 100k
70115758,202005,53,2,1,CT,College,Under 50k
70115762,202005,67,1,2,WA,Some College,Under 50k
70115763,202005,28,1,1,IL,College,Over 100k
70115772,202005,29,1,2,NC,College,50k to 100k
70115774,202005,75,2,2,TX,College,50k to 100k
70115776,202005,33,1,1,NY,Some College,50k to 100k
70115806,202006,68,2,1,NY,College,Under 50k
70115807,202005,43,2,1,CO,College,Over 100k
70115808,202006,61,1,1,MO,High School,Over 100k
70115809,202006,47,1,1,WA,College,Over 100k
70115812,202005,40,2,1,MO,College,Over 100k
70115814,202005,37,2,2,GA,College,50k to 100k
70115817,202005,72,1,1,MA,College,50k to 100k
70115821,202005,45,2,2,IL,College,50k to 100k
70115826,202006,41,2,1,FL,College,Over 100k
70115835,202005,42,1,1,CA,Some College,50k to 100k
70115839,202005,50,2,2,MA,Some College,Over 100k
70115845,202005,21,1,1,UT,Some College,50k to 100k
70115848,202005,69,1,1,WI,College,50k to 100k
70115849,202006,55,2,1,AZ,Some College,50k to 100k
70115852,202005,44,1,1,VA,College,50k to 100k
70115858,202005,32,2,1,NC,College,50k to 100k
70115863,202005,56,1,2,IA,College,Over 100k
70115868,202005,71,1,1,ID,College,50k to 100k
70115871,202006,65,2,2,KY,Some College,Under 50k
70115878,202005,37,1,2,CA,College,Over 100k
70115879,202005,38,1,1,CA,College,Under 50k
70115881,202005,56,1,2,NJ,High School,50k to 100k
70115887,202005,28,1,1,MO,College,50k to 100k
70115894,202005,40,1,2,MO,College,Under 50k
70115895,202005,31,1,2,NY,Some College,Under 50k
70115898,202006,72,2,1,MN,College,Over 100k
70115904,202006,71,2,2,VA,Some College,Under 50k
70115905,202005,34,2,1,ME,College,50k to 100k
70115908,202005,53,2,1,LA,High School,Over 100k
70115913,202005,49,2,1,PA,College,50k to 100k
70115915,202005,53,2,1,IL,Some College,Over 100k
70115933,202005,83,2,1,CT,High School,Under 50k
70115935,202005,61,1,1,WI,High School,Under 50k
70115937,202005,49,1,1,NJ,College,Over 100k
70115943,202006,45,2,1,MT,College,50k to 100k
70115947,202006,28,1,1,PA,High School,50k to 100k
70115951,202005,58,1,1,MN,Some College,Over 100k
70115952,202005,54,1,1,MI,College,50k to 100k
70115961,202006,40,1,1,LA,College,Over 100k
70115963,202005,65,2,1,FL,Some College,50k to 100k
70115969,202005,37,2,1,CA,College,Over 100k
70115971,202005,64,1,1,CO,College,Under 50k
70115972,202005,51,1,1,VA,College,Over 100k
70115979,202005,29,1,2,IL,College,Under 50k
70115980,202005,42,2,1,NC,College,50k to 100k
70115981,202005,45,2,1,OR,College,50k to 100k
70115984,202005,76,2,1,MI,High School,Under 50k
70115991,202005,83,1,2,MD,Some College,Under 50k
70115993,202005,37,1,1,PA,College,50k to 100k
70115996,202005,40,2,1,VA,College,Over 100k
70116013,202005,24,1,1,IL,College,50k to 100k
70116016,202005,26,1,1,TN,College,Over 100k
70116019,202005,29,2,2,VT,Some College,Over 100k
70116036,202005,49,2,2,KY,High School,Under 50k
70116041,202005,72,2,1,CA,College,50k to 100k
70116042,202005,45,2,1,DE,College,Over 100k
70116045,202005,58,2,1,PA,College,Over 100k
70116046,202005,71,2,1,CA,College,50k to 100k
70116053,202005,26,1,1,LA,Some College,50k to 100k
70116054,202005,45,1,2,FL,High School,Under 50k
70116064,202005,40,2,1,ND,College,Over 100k
70116083,202005,46,2,1,PA,College,Over 100k
70116089,202005,55,1,2,WI,Some College,Under 50k
70116090,202005,22,1,1,OH,High School,Under 50k
70116092,202005,56,2,2,TX,College,50k to 100k
70116093,202005,39,1,2,GA,High School,Under 50k
70116097,202005,26,2,2,NJ,High School,Under 50k
70116103,202005,72,2,1,TX,College,Under 50k
70116105,202006,73,1,2,CA,College,Under 50k
70116108,202005,54,1,1,ND,College,Over 100k
70116122,202005,37,2,2,CA,Some College,Over 100k
70116128,202005,26,2,1,MI,Some College,Over 100k
70116130,202005,30,1,1,NV,College,50k to 100k
70116132,202005,50,1,2,GA,Some College,Under 50k
70116143,202005,44,2,2,IL,High School,50k to 100k
70116145,202005,48,1,1,MI,College,Over 100k
70116156,202006,46,1,1,OH,Some College,Under 50k
70116163,202005,81,2,1,WI,Some College,50k to 100k
70116165,202005,37,2,1,MA,College,Over 100k
70116177,202006,79,2,2,IN,College,Over 100k
70116179,202005,55,2,2,FL,Some College,Under 50k
70116180,202005,39,2,1,OH,College,Over 100k
70116183,202006,63,2,2,AR,College,50k to 100k
70116185,202005,74,1,1,NV,College,Under 50k
70116190,202005,56,2,1,FL,High School,Under 50k
70116192,202005,27,2,2,CA,Some College,Under 50k
70116193,202006,33,2,1,TX,Some College,50k to 100k
70116195,202005,31,1,2,IL,Some College,Under 50k
70116197,202005,30,1,2,WI,Some College,Under 50k
70116202,202005,27,2,1,OH,College,Over 100k
70116204,202006,28,1,1,TX,College,50k to 100k
70116218,202006,67,1,2,IN,High School,Under 50k
70116223,202005,45,1,1,SD,College,Over 100k
70116240,202005,39,2,1,CT,College,Over 100k
70116260,202005,52,2,1,TX,College,Over 100k
70116268,202006,0,2,1,OH,College,50k to 100k
70116272,202005,30,1,1,MN,College,Over 100k
70116276,202005,78,2,1,FL,College,50k to 100k
70116285,202006,59,2,2,NY,College,50k to 100k
70116294,202006,45,1,2,NJ,College,Over 100k
70116295,202006,40,2,1,MA,College,Over 100k
70116301,202005,47,2,1,NY,College,Over 100k
70116312,202005,30,1,2,FL,College,50k to 100k
70116316,202005,65,2,1,KY,College,Over 100k
70116320,202005,57,2,2,CO,College,Under 50k
70116329,202005,28,1,1,CA,College,Under 50k
70116337,202005,27,2,1,IA,College,Under 50k
70116338,202005,73,1,2,CO,Some College,50k to 100k
70116340,202005,59,2,1,NJ,College,Over 100k
70116356,202005,31,1,1,NY,College,Over 100k
70116360,202005,31,1,2,TX,College,50k to 100k
70116367,202005,29,1,1,TX,College,Under 50k
70116377,202005,25,1,1,MD,College,50k to 100k
70116399,202005,42,1,1,MI,College,Over 100k
70116404,202005,30,1,1,IL,Some College,Over 100k
70116416,202005,38,2,1,OR,College,Over 100k
70116420,202006,42,1,1,TX,Some College,Under 50k
70116441,202006,62,1,1,NY,Some College,Over 100k
70116445,202006,26,2,2,HI,College,50k to 100k
70116448,202006,55,1,2,TX,High School,Under 50k
70116454,202006,62,1,2,NY,Some College,Under 50k
70116463,202006,30,2,1,TX,College,Over 100k
70116475,202006,50,2,2,FL,High School,50k to 100k
70116478,202006,46,2,2,NC,Some College,50k to 100k
70116487,202006,70,1,1,MA,College,Over 100k
70116489,202006,64,2,1,IL,College,Over 100k
70116490,202006,42,2,1,VA,College,50k to 100k
70116494,202006,31,2,1,ID,College,Under 50k
70116503,202006,27,1,2,VA,College,Over 100k
70116508,202006,20,2,2,PA,Some College,Under 50k
70116512,202006,47,2,1,IL,College,50k to 100k
70116524,202006,73,1,1,TN,Some College,Under 50k
70116528,202006,43,1,2,IA,Some College,Under 50k
70116534,202006,27,1,2,KS,Some College,Under 50k
70116535,202006,59,2,2,MO,Some College,Under 50k
70116543,202006,58,2,2,MN,College,50k to 100k
70116574,202006,34,1,2,TX,College,50k to 100k
70116576,202006,48,2,2,CT,Some College,Under 50k
70116580,202006,66,1,2,PA,College,Under 50k
70116582,202006,42,1,1,NE,College,50k to 100k
70116583,202006,35,2,1,MI,College,Under 50k
70116588,202006,63,2,1,NJ,College,Over 100k
70116589,202006,49,2,2,FL,College,50k to 100k
70116595,202006,59,1,1,NY,Some College,Over 100k
70116601,202006,54,2,1,NC,High School,Under 50k
70116602,202006,49,1,2,TX,Some College,Under 50k
70116619,202006,45,2,1,OH,College,50k to 100k
70116622,202006,27,2,1,FL,College,50k to 100k
70116626,202006,36,2,1,OK,College,50k to 100k
70116627,202006,60,1,2,MA,College,50k to 100k
70116633,202006,49,1,2,NC,Some College,Under 50k
70116643,202006,49,2,1,NY,Some College,Over 100k
70116644,202006,84,1,2,TX,Some College,Under 50k
70116664,202006,36,1,1,NJ,College,Over 100k
70116672,202006,80,2,1,TX,Some College,50k to 100k
70116673,202006,50,2,1,WA,College,Over 100k
70116684,202006,37,1,2,CT,College,50k to 100k
70116697,202006,45,2,2,NY,High School,Under 50k
70116702,202006,50,1,1,WA,Some College,Over 100k
70116705,202006,44,2,2,MI,High School,Under 50k
70116706,202006,38,1,1,MO,College,Over 100k
70116710,202006,71,2,2,VA,Some College,Under 50k
70116712,202006,32,2,2,CT,College,50k to 100k
70116713,202006,47,1,2,TX,College,50k to 100k
70116716,202006,69,2,1,AL,College,Over 100k
70116720,202006,27,2,1,IN,Some College,Under 50k
70116728,202006,51,1,1,NY,Some College,Over 100k
70116732,202006,31,2,1,FL,College,50k to 100k
70116736,202006,76,2,1,FL,College,Under 50k
70116740,202006,67,1,1,WV,College,50k to 100k
70116759,202006,36,2,1,SC,College,Over 100k
70116763,202006,67,2,1,MS,Some College,50k to 100k
70116768,202006,67,2,1,WA,Some College,50k to 100k
70116772,202006,29,1,1,TX,College,Under 50k
70116779,202006,32,2,1,IN,College,50k to 100k
70116786,202006,67,2,2,TX,College,Over 100k
70116789,202006,61,1,1,NY,College,50k to 100k
70116795,202006,69,2,1,CA,College,50k to 100k
70116808,202006,56,2,1,NY,College,Over 100k
70116809,202006,63,1,2,OH,College,Under 50k
70116824,202006,63,2,2,VA,High School,Under 50k
70116828,202006,57,1,2,LA,College,Over 100k
70116834,202006,55,1,1,MN,College,Over 100k
70116835,202006,68,2,2,NY,College,Under 50k
70116837,202006,66,2,1,FL,Some College,Under 50k
70116838,202006,55,1,2,FL,High School,50k to 100k
70116839,202006,35,1,1,OK,College,50k to 100k
70116841,202006,36,1,1,KY,College,Over 100k
70116858,202006,47,1,1,CO,College,Over 100k
70116861,202006,67,2,1,IA,High School,Under 50k
70116872,202006,39,2,1,VA,College,50k to 100k
70116875,202006,80,2,1,AZ,Some College,50k to 100k
70116876,202006,27,1,1,CO,College,Over 100k
70116877,202006,66,1,2,CT,Some College,Under 50k
70116885,202006,74,2,1,GA,College,Over 100k
70116894,202006,45,2,2,IL,Some College,50k to 100k
70116908,202006,81,1,2,IL,Some College,Under 50k
70116910,202006,33,1,1,MN,College,50k to 100k
70116912,202006,90,2,2,CT,High School,Under 50k
70116914,202006,80,2,1,TN,Some College,50k to 100k
